Menu_ID,Restaurant_ID,Food_category,Item_name,Price,Currency,Calories,Protein,Fat,Carbohydrates,Sugar,Sodium,Vegetarian,Vegan,Gluten_free
MENRES000840_6,RES000840,Beverage,Beverage Item 6,33.83,JPY,243,18.8,58.1,58.2,27.8,247.4,True,True,True
MENRES000840_7,RES000840,Starter,Starter Item 7,13.13,JPY,647,35.6,47.4,143.3,20.3,1154.5,False,False,True
MENRES000840_8,RES000840,Starter,Starter Item 8,39.95,JPY,1392,96.5,61.5,130.5,68.0,1865.3,False,False,True
MENRES000840_9,RES000840,Main,Main Item 9,6.94,JPY,248,31.7,17.1,118.9,24.2,146.8,True,False,True
MENRES000840_10,RES000840,Main,Main Item 10,35.74,JPY,700,31.1,64.3,57.2,96.2,609.0,True,True,False
MENRES000841_0,RES000841,Beverage,Beverage Item 0,15.84,JPY,348,79.7,38.5,122.6,32.0,699.1,True,False,False
MENRES000841_1,RES000841,Beverage,Beverage Item 1,52.46,JPY,666,20.4,38.9,41.1,15.3,1151.7,False,False,False
MENRES000841_2,RES000841,Starter,Starter Item 2,113.17,JPY,223,62.0,85.1,98.8,89.1,606.2,True,True,False
MENRES000841_3,RES000841,Dessert,Dessert Item 3,114.4,JPY,567,87.0,75.0,7.2,59.2,1228.6,True,False,True
MENRES000841_4,RES000841,Beverage,Beverage Item 4,101.01,JPY,1345,5.7,2.1,75.9,86.4,1868.7,True,True,False
MENRES000841_5,RES000841,Starter,Starter Item 5,62.28,JPY,702,48.6,58.3,105.5,84.4,112.7,False,False,False
MENRES000842_0,RES000842,Starter,Starter Item 0,51.39,USD,1152,10.5,19.0,21.3,81.3,1778.3,False,False,True
MENRES000842_1,RES000842,Beverage,Beverage Item 1,51.78,USD,211,77.3,94.4,107.6,50.9,1918.7,False,False,False
MENRES000842_2,RES000842,Main,Main Item 2,21.23,USD,1020,42.0,13.3,143.9,43.3,1592.0,False,False,False
MENRES000842_3,RES000842,Starter,Starter Item 3,16.96,USD,737,39.7,58.3,53.1,48.5,919.0,True,True,False
MENRES000842_4,RES000842,Dessert,Dessert Item 4,54.72,USD,471,67.9,2.0,114.3,39.8,449.6,True,True,True
MENRES000842_5,RES000842,Beverage,Beverage Item 5,52.43,USD,1357,99.6,19.5,141.7,96.1,1270.6,False,False,False
MENRES000842_6,RES000842,Starter,Starter Item 6,20.29,USD,880,8.6,29.4,148.9,85.4,599.4,False,False,False
MENRES000842_7,RES000842,Beverage,Beverage Item 7,60.03,USD,189,20.5,53.1,112.5,63.7,1073.0,False,False,False
MENRES000842_8,RES000842,Starter,Starter Item 8,43.24,USD,261,78.8,37.5,147.9,45.7,295.3,True,True,False
MENRES000842_9,RES000842,Main,Main Item 9,77.01,USD,1166,92.9,99.1,18.5,59.6,0.7,False,False,False
MENRES000842_10,RES000842,Dessert,Dessert Item 10,50.38,USD,505,65.3,63.9,143.9,27.4,1214.8,True,True,True
MENRES000843_0,RES000843,Main,Main Item 0,101.76,USD,898,1.5,17.3,139.2,90.7,1841.2,False,False,False
MENRES000843_1,RES000843,Starter,Starter Item 1,43.07,USD,305,0.6,27.7,76.1,60.7,940.7,True,True,False
MENRES000843_2,RES000843,Dessert,Dessert Item 2,46.56,USD,457,72.9,22.7,15.4,3.7,1930.4,False,False,False
MENRES000843_3,RES000843,Starter,Starter Item 3,131.93,USD,376,7.6,26.5,37.5,25.2,1638.9,True,True,False
MENRES000843_4,RES000843,Beverage,Beverage Item 4,125.33,USD,694,94.0,49.4,98.4,45.7,35.4,True,True,False
MENRES000843_5,RES000843,Main,Main Item 5,159.9,USD,705,32.8,69.9,17.3,92.0,1868.7,False,False,False
MENRES000843_6,RES000843,Beverage,Beverage Item 6,34.26,USD,1500,97.0,18.5,51.1,70.6,90.7,False,False,False
MENRES000843_7,RES000843,Dessert,Dessert Item 7,48.15,USD,329,26.8,33.6,39.1,3.6,1990.8,False,False,False
MENRES000843_8,RES000843,Starter,Starter Item 8,157.34,USD,105,5.0,12.2,29.9,32.7,1284.5,False,False,True
MENRES000843_9,RES000843,Dessert,Dessert Item 9,31.31,USD,363,40.3,90.6,82.6,54.7,696.9,True,False,False
MENRES000843_10,RES000843,Main,Main Item 10,81.41,USD,242,47.5,34.8,40.5,75.7,1552.7,False,False,True
MENRES000843_11,RES000843,Starter,Starter Item 11,31.37,USD,1129,9.2,88.2,114.0,2.4,853.0,False,False,True
MENRES000843_12,RES000843,Beverage,Beverage Item 12,102.92,USD,473,55.1,26.8,142.3,71.3,785.7,False,False,True
MENRES000844_0,RES000844,Starter,Starter Item 0,15.81,BRL,565,99.8,32.7,83.4,80.0,1134.1,True,False,True
MENRES000844_1,RES000844,Main,Main Item 1,28.21,BRL,874,27.3,31.5,44.1,13.0,1104.4,False,False,True
MENRES000844_2,RES000844,Main,Main Item 2,27.99,BRL,1205,69.0,74.8,139.7,51.1,1381.6,True,False,False
MENRES000844_3,RES000844,Starter,Starter Item 3,43.04,BRL,251,51.8,85.3,78.6,30.1,1146.0,True,True,True
MENRES000844_4,RES000844,Dessert,Dessert Item 4,70.3,BRL,323,9.3,15.5,32.1,38.9,1898.1,False,False,False
MENRES000844_5,RES000844,Main,Main Item 5,18.09,BRL,1050,1.7,42.1,74.5,47.7,1870.9,False,False,True
MENRES000844_6,RES000844,Beverage,Beverage Item 6,75.3,BRL,712,43.3,10.6,29.7,59.3,1715.7,True,False,False
MENRES000844_7,RES000844,Dessert,Dessert Item 7,45.15,BRL,579,38.4,18.5,76.7,74.3,1615.1,True,False,True
MENRES000844_8,RES000844,Main,Main Item 8,51.79,BRL,1311,87.4,20.0,82.3,76.4,1554.2,True,True,False
MENRES000844_9,RES000844,Main,Main Item 9,35.7,BRL,599,20.3,34.6,118.1,29.6,1103.6,False,False,False
MENRES000844_10,RES000844,Starter,Starter Item 10,34.89,BRL,1121,73.5,0.3,36.9,29.0,51.6,True,True,True
MENRES000844_11,RES000844,Main,Main Item 11,47.72,BRL,858,99.2,99.5,3.7,58.1,1699.8,True,False,True
MENRES000844_12,RES000844,Starter,Starter Item 12,75.67,BRL,218,27.1,23.7,83.3,61.2,1960.9,False,False,False
MENRES000844_13,RES000844,Starter,Starter Item 13,20.37,BRL,1331,2.6,94.3,11.8,1.7,1134.9,False,False,False
MENRES000844_14,RES000844,Main,Main Item 14,66.71,BRL,225,6.5,11.4,18.2,66.9,1615.5,True,True,False
MENRES000845_0,RES000845,Main,Main Item 0,61.39,JPY,333,56.1,24.0,74.9,20.8,339.7,False,False,True
MENRES000845_1,RES000845,Main,Main Item 1,78.72,JPY,591,96.1,59.6,113.5,78.2,1658.5,True,False,False
MENRES000845_2,RES000845,Starter,Starter Item 2,132.19,JPY,568,84.0,38.9,68.4,69.1,1915.9,False,False,False
MENRES000845_3,RES000845,Starter,Starter Item 3,126.55,JPY,1095,10.2,55.7,106.5,34.9,308.5,False,False,True
MENRES000845_4,RES000845,Dessert,Dessert Item 4,112.38,JPY,158,68.3,99.1,134.9,48.1,1132.6,True,True,False
MENRES000845_5,RES000845,Beverage,Beverage Item 5,54.34,JPY,1347,93.0,50.4,6.4,40.8,1039.4,False,False,False
MENRES000845_6,RES000845,Main,Main Item 6,115.65,JPY,857,66.9,65.5,31.9,2.6,1831.0,False,False,False
MENRES000845_7,RES000845,Starter,Starter Item 7,96.97,JPY,226,42.8,7.3,24.8,46.7,892.3,True,False,False
MENRES000845_8,RES000845,Main,Main Item 8,110.17,JPY,1369,40.8,5.3,68.3,59.0,1458.4,True,True,True
MENRES000845_9,RES000845,Main,Main Item 9,115.61,JPY,720,30.5,6.1,69.8,54.4,406.1,False,False,True
MENRES000845_10,RES000845,Main,Main Item 10,138.29,JPY,861,60.1,99.6,111.3,72.5,1198.6,False,False,True
MENRES000846_0,RES000846,Starter,Starter Item 0,5.5,USD,411,93.9,50.7,69.3,76.5,1145.2,False,False,False
MENRES000846_1,RES000846,Main,Main Item 1,15.76,USD,794,60.2,98.7,64.8,49.1,651.2,False,False,False
MENRES000846_2,RES000846,Main,Main Item 2,16.91,USD,1494,8.4,37.4,28.1,54.3,1523.0,False,False,False
MENRES000846_3,RES000846,Dessert,Dessert Item 3,16.67,USD,349,59.6,4.4,84.9,60.9,63.9,False,False,True
MENRES000846_4,RES000846,Dessert,Dessert Item 4,39.33,USD,297,73.3,66.8,0.1,96.7,1061.5,True,False,False
MENRES000846_5,RES000846,Starter,Starter Item 5,35.17,USD,803,24.6,22.3,77.1,50.4,1508.3,False,False,True
MENRES000846_6,RES000846,Main,Main Item 6,27.17,USD,1099,41.4,21.9,30.0,53.8,223.9,False,False,False
MENRES000846_7,RES000846,Main,Main Item 7,36.85,USD,1365,3.4,91.4,73.9,45.1,1346.5,False,False,False
MENRES000847_0,RES000847,Dessert,Dessert Item 0,156.18,INR,185,61.6,95.7,29.8,87.2,836.5,True,True,False
MENRES000847_1,RES000847,Starter,Starter Item 1,55.8,INR,387,78.7,25.7,108.0,90.5,1551.5,False,False,False
MENRES000847_2,RES000847,Beverage,Beverage Item 2,141.82,INR,175,33.7,63.4,87.8,68.0,1240.3,True,True,True
MENRES000847_3,RES000847,Starter,Starter Item 3,155.06,INR,816,47.4,82.3,3.9,96.7,1099.0,False,False,True
MENRES000847_4,RES000847,Dessert,Dessert Item 4,132.15,INR,1399,45.2,72.7,78.5,39.3,1543.0,False,False,True
MENRES000847_5,RES000847,Starter,Starter Item 5,22.91,INR,384,2.3,18.7,98.9,9.6,1486.7,True,False,False
MENRES000847_6,RES000847,Beverage,Beverage Item 6,36.16,INR,1442,57.1,79.4,120.0,29.7,1382.8,True,True,False
MENRES000847_7,RES000847,Beverage,Beverage Item 7,44.52,INR,857,81.8,72.9,115.8,39.5,575.2,True,False,True
MENRES000847_8,RES000847,Beverage,Beverage Item 8,50.87,INR,864,23.2,87.5,44.5,85.1,39.4,True,False,True
MENRES000847_9,RES000847,Dessert,Dessert Item 9,112.04,INR,1235,27.1,41.0,15.3,73.1,1541.8,True,True,False
MENRES000847_10,RES000847,Beverage,Beverage Item 10,97.67,INR,529,24.5,30.4,61.7,41.9,305.5,False,False,True
MENRES000847_11,RES000847,Dessert,Dessert Item 11,39.6,INR,592,90.3,16.9,16.5,11.7,774.5,True,False,True
MENRES000847_12,RES000847,Main,Main Item 12,58.27,INR,1394,86.5,36.2,49.1,61.1,1185.8,False,False,False
MENRES000848_0,RES000848,Starter,Starter Item 0,26.88,JPY,541,83.7,36.6,138.1,70.3,1080.1,True,True,True
MENRES000848_1,RES000848,Beverage,Beverage Item 1,30.97,JPY,339,31.2,68.1,3.2,97.1,1480.8,True,True,False
MENRES000848_2,RES000848,Main,Main Item 2,36.74,JPY,1248,53.2,88.0,69.3,28.0,1624.7,False,False,False
MENRES000848_3,RES000848,Beverage,Beverage Item 3,14.29,JPY,254,8.0,57.6,71.8,87.8,372.3,False,False,True
MENRES000848_4,RES000848,Starter,Starter Item 4,14.93,JPY,1500,37.9,79.5,121.1,53.0,537.9,False,False,True
MENRES000848_5,RES000848,Main,Main Item 5,24.87,JPY,462,91.1,20.7,81.0,1.6,1333.5,True,True,True
MENRES000848_6,RES000848,Starter,Starter Item 6,13.67,JPY,648,20.5,9.9,61.5,93.0,570.6,True,True,True
MENRES000848_7,RES000848,Beverage,Beverage Item 7,6.82,JPY,930,76.5,29.6,32.3,68.9,499.9,False,False,True
MENRES000848_8,RES000848,Main,Main Item 8,5.05,JPY,623,88.6,95.1,144.8,6.9,1878.9,False,False,False
MENRES000848_9,RES000848,Dessert,Dessert Item 9,11.42,JPY,1447,36.6,15.5,39.9,82.7,192.0,False,False,False
MENRES000848_10,RES000848,Dessert,Dessert Item 10,33.07,JPY,471,42.5,28.2,43.7,17.3,1925.0,True,True,True
MENRES000848_11,RES000848,Beverage,Beverage Item 11,34.56,JPY,1334,31.7,62.7,111.6,17.2,1546.2,True,False,False
MENRES000848_12,RES000848,Starter,Starter Item 12,39.1,JPY,821,49.7,83.9,11.1,79.9,1462.0,False,False,False
MENRES000848_13,RES000848,Starter,Starter Item 13,5.66,JPY,289,26.2,89.7,75.8,91.0,1598.4,True,False,False
MENRES000848_14,RES000848,Main,Main Item 14,16.17,JPY,1356,90.2,7.3,63.3,5.8,171.6,True,False,True
MENRES000848_15,RES000848,Dessert,Dessert Item 15,13.16,JPY,698,4.6,34.4,139.7,62.0,1884.9,True,False,False
MENRES000848_16,RES000848,Beverage,Beverage Item 16,8.4,JPY,849,82.2,57.5,49.7,57.3,1034.3,False,False,False
MENRES000848_17,RES000848,Main,Main Item 17,17.63,JPY,866,17.1,46.8,62.5,25.7,94.9,False,False,False
MENRES000848_18,RES000848,Beverage,Beverage Item 18,34.4,JPY,1125,20.2,21.6,19.3,45.4,1515.0,True,True,True
MENRES000848_19,RES000848,Beverage,Beverage Item 19,35.11,JPY,1146,16.3,38.9,60.2,31.1,1481.5,True,True,False
MENRES000849_0,RES000849,Beverage,Beverage Item 0,62.07,INR,271,75.5,64.0,9.1,95.9,621.6,True,False,True
MENRES000849_1,RES000849,Starter,Starter Item 1,106.98,INR,1486,17.1,66.2,44.2,20.4,746.2,True,True,True
MENRES000849_2,RES000849,Starter,Starter Item 2,53.13,INR,436,4.6,38.6,59.7,90.6,244.1,True,False,False
MENRES000849_3,RES000849,Main,Main Item 3,125.72,INR,831,11.7,24.3,78.3,32.9,1685.1,True,False,False
MENRES000849_4,RES000849,Dessert,Dessert Item 4,111.42,INR,863,86.9,71.2,144.7,15.6,1458.7,False,False,False
MENRES000849_5,RES000849,Beverage,Beverage Item 5,158.97,INR,634,87.3,16.7,37.2,26.9,61.7,False,False,False
MENRES000850_0,RES000850,Dessert,Dessert Item 0,27.67,GBP,964,53.9,24.4,132.2,11.8,670.0,False,False,True
MENRES000850_1,RES000850,Dessert,Dessert Item 1,20.16,GBP,591,61.1,83.4,48.8,82.0,491.7,True,True,False
MENRES000850_2,RES000850,Beverage,Beverage Item 2,50.28,GBP,353,20.8,34.4,117.9,72.7,838.3,False,False,True
MENRES000850_3,RES000850,Beverage,Beverage Item 3,44.37,GBP,1033,5.1,49.2,41.0,27.6,1713.2,True,False,True
MENRES000850_4,RES000850,Main,Main Item 4,66.61,GBP,255,76.0,76.2,106.6,59.9,1717.2,True,True,False
MENRES000850_5,RES000850,Dessert,Dessert Item 5,46.4,GBP,345,62.2,4.4,20.4,23.6,1135.3,False,False,True
MENRES000850_6,RES000850,Starter,Starter Item 6,64.74,GBP,519,18.3,34.1,34.0,75.7,413.9,True,True,False
MENRES000850_7,RES000850,Dessert,Dessert Item 7,35.15,GBP,970,43.0,8.9,76.7,53.2,129.9,False,False,True
MENRES000850_8,RES000850,Main,Main Item 8,23.77,GBP,866,45.1,4.5,95.8,90.6,362.0,False,False,True
MENRES000850_9,RES000850,Starter,Starter Item 9,60.05,GBP,103,71.8,59.8,16.3,82.8,1824.5,True,True,False
MENRES000851_0,RES000851,Beverage,Beverage Item 0,69.09,BRL,1473,9.0,14.4,143.4,38.4,1092.4,False,False,True
MENRES000851_1,RES000851,Beverage,Beverage Item 1,53.33,BRL,101,55.8,25.0,137.8,15.2,1689.8,True,True,False
MENRES000851_2,RES000851,Beverage,Beverage Item 2,93.43,BRL,1316,87.9,85.1,137.6,91.3,1478.0,False,False,False
MENRES000851_3,RES000851,Main,Main Item 3,87.22,BRL,120,70.0,53.6,22.7,92.8,124.5,True,False,False
MENRES000851_4,RES000851,Starter,Starter Item 4,83.59,BRL,597,55.7,48.3,131.9,29.8,1101.6,True,False,False
MENRES000851_5,RES000851,Beverage,Beverage Item 5,69.48,BRL,615,31.5,44.0,148.0,0.9,423.6,False,False,False
MENRES000851_6,RES000851,Dessert,Dessert Item 6,100.15,BRL,1097,51.1,99.4,100.8,14.7,227.3,True,False,True
MENRES000851_7,RES000851,Starter,Starter Item 7,95.46,BRL,378,88.6,48.1,33.8,91.9,1570.4,True,True,True
MENRES000851_8,RES000851,Dessert,Dessert Item 8,34.52,BRL,959,27.9,32.3,140.1,5.9,1997.8,False,False,True
MENRES000852_0,RES000852,Dessert,Dessert Item 0,78.78,BRL,1394,86.6,63.6,89.0,51.0,1510.1,False,False,False
MENRES000852_1,RES000852,Starter,Starter Item 1,42.58,BRL,692,24.6,35.9,28.8,86.8,1712.8,False,False,True
MENRES000852_2,RES000852,Main,Main Item 2,77.01,BRL,815,78.5,80.9,140.4,71.7,818.7,False,False,False
MENRES000852_3,RES000852,Beverage,Beverage Item 3,68.31,BRL,1369,74.0,29.1,104.2,66.1,1971.0,False,False,False
MENRES000852_4,RES000852,Dessert,Dessert Item 4,67.71,BRL,1076,36.3,19.0,64.6,67.5,1670.1,False,False,True
MENRES000852_5,RES000852,Starter,Starter Item 5,37.96,BRL,1430,59.5,23.5,55.2,35.3,1042.7,True,True,True
MENRES000852_6,RES000852,Starter,Starter Item 6,70.87,BRL,1449,2.4,54.1,90.8,97.3,392.1,True,False,False
MENRES000853_0,RES000853,Dessert,Dessert Item 0,47.85,JPY,1462,92.9,69.7,131.3,75.8,533.9,True,False,False
MENRES000853_1,RES000853,Dessert,Dessert Item 1,139.02,JPY,1071,82.4,90.5,47.6,70.4,1301.7,False,False,True
MENRES000853_2,RES000853,Beverage,Beverage Item 2,81.28,JPY,1422,46.6,9.1,120.4,55.4,1075.2,False,False,False
MENRES000853_3,RES000853,Beverage,Beverage Item 3,64.8,JPY,1121,1.0,97.8,142.1,35.3,904.0,True,False,True
MENRES000853_4,RES000853,Beverage,Beverage Item 4,92.01,JPY,293,74.4,95.1,7.9,16.6,1633.9,True,False,True
MENRES000853_5,RES000853,Starter,Starter Item 5,154.4,JPY,750,8.1,59.0,71.4,42.2,1912.7,True,True,False
MENRES000853_6,RES000853,Beverage,Beverage Item 6,94.35,JPY,1080,64.5,2.9,143.3,71.4,7.6,False,False,True
MENRES000853_7,RES000853,Dessert,Dessert Item 7,147.15,JPY,768,45.7,8.6,81.0,98.2,595.9,True,False,False
MENRES000853_8,RES000853,Beverage,Beverage Item 8,45.51,JPY,1351,56.4,24.2,112.0,87.4,194.2,True,False,False
MENRES000853_9,RES000853,Dessert,Dessert Item 9,55.57,JPY,1447,47.0,96.0,122.3,87.5,1808.1,True,False,True
MENRES000853_10,RES000853,Starter,Starter Item 10,119.31,JPY,1200,85.4,54.8,145.2,62.2,390.1,False,False,False
MENRES000853_11,RES000853,Starter,Starter Item 11,89.63,JPY,1040,32.7,74.3,102.0,12.1,1848.0,False,False,False
MENRES000853_12,RES000853,Main,Main Item 12,54.33,JPY,825,88.0,48.2,77.5,49.5,1603.2,True,True,False
MENRES000853_13,RES000853,Dessert,Dessert Item 13,53.23,JPY,410,47.9,81.4,107.1,87.9,1193.0,True,True,True
MENRES000853_14,RES000853,Main,Main Item 14,79.8,JPY,176,7.4,72.7,92.0,51.1,660.8,True,False,True
MENRES000853_15,RES000853,Dessert,Dessert Item 15,61.54,JPY,1231,39.4,54.0,39.9,52.2,1286.6,False,False,True
MENRES000853_16,RES000853,Starter,Starter Item 16,159.84,JPY,1409,94.2,5.1,20.8,13.2,1049.2,True,False,True
MENRES000853_17,RES000853,Main,Main Item 17,21.95,JPY,1479,77.7,12.2,85.6,66.6,108.5,False,False,False
MENRES000853_18,RES000853,Starter,Starter Item 18,34.96,JPY,270,40.1,14.9,19.3,89.3,1286.9,True,True,True
MENRES000853_19,RES000853,Main,Main Item 19,50.11,JPY,261,94.8,83.7,93.9,81.9,457.5,False,False,True
MENRES000854_0,RES000854,Main,Main Item 0,114.05,BRL,960,69.4,29.3,15.7,11.4,84.1,False,False,True
MENRES000854_1,RES000854,Beverage,Beverage Item 1,100.87,BRL,271,20.0,6.1,13.3,13.4,1468.4,True,True,False
MENRES000854_2,RES000854,Beverage,Beverage Item 2,119.62,BRL,282,69.5,66.7,116.6,12.7,1998.0,False,False,False
MENRES000854_3,RES000854,Dessert,Dessert Item 3,42.26,BRL,474,67.3,67.4,139.9,66.8,915.7,False,False,False
MENRES000854_4,RES000854,Dessert,Dessert Item 4,28.44,BRL,578,14.8,48.0,79.5,80.4,278.5,False,False,True
MENRES000854_5,RES000854,Dessert,Dessert Item 5,42.94,BRL,407,98.7,67.1,66.8,57.2,1809.1,False,False,False
MENRES000854_6,RES000854,Dessert,Dessert Item 6,61.25,BRL,1004,17.6,36.3,133.4,36.2,984.5,True,False,True
MENRES000854_7,RES000854,Starter,Starter Item 7,89.71,BRL,111,90.3,54.2,36.0,27.5,1261.7,False,False,True
MENRES000854_8,RES000854,Dessert,Dessert Item 8,77.93,BRL,718,8.2,24.3,15.0,25.0,462.8,False,False,True
MENRES000854_9,RES000854,Main,Main Item 9,52.7,BRL,1185,16.0,98.9,76.3,7.6,761.2,True,False,False
MENRES000854_10,RES000854,Beverage,Beverage Item 10,46.1,BRL,1139,18.2,20.3,65.9,5.0,22.3,False,False,False
MENRES000854_11,RES000854,Beverage,Beverage Item 11,39.18,BRL,1230,77.1,87.7,114.2,70.4,50.0,False,False,True
MENRES000854_12,RES000854,Main,Main Item 12,55.37,BRL,325,0.8,15.2,42.2,25.3,1802.6,False,False,False
MENRES000854_13,RES000854,Beverage,Beverage Item 13,47.86,BRL,891,12.6,90.2,18.5,42.0,413.8,True,False,True
MENRES000855_0,RES000855,Starter,Starter Item 0,10.95,JPY,1469,98.1,21.7,8.7,94.8,1640.0,True,False,False
MENRES000855_1,RES000855,Beverage,Beverage Item 1,12.63,JPY,103,12.8,56.4,37.7,15.9,1191.6,True,True,True
MENRES000855_2,RES000855,Beverage,Beverage Item 2,19.34,JPY,1433,41.9,34.4,121.7,68.9,485.6,False,False,False
MENRES000855_3,RES000855,Dessert,Dessert Item 3,35.36,JPY,1359,65.6,100.0,19.4,43.5,595.6,False,False,True
MENRES000855_4,RES000855,Main,Main Item 4,31.23,JPY,879,70.0,70.5,36.2,55.5,1216.4,True,False,False
MENRES000855_5,RES000855,Starter,Starter Item 5,34.52,JPY,174,32.0,95.1,39.3,62.6,1034.0,False,False,True
MENRES000855_6,RES000855,Beverage,Beverage Item 6,21.9,JPY,564,21.4,38.2,118.9,42.7,1643.0,True,False,False
MENRES000855_7,RES000855,Main,Main Item 7,6.38,JPY,392,54.9,37.0,76.2,31.2,723.2,False,False,False
MENRES000855_8,RES000855,Beverage,Beverage Item 8,15.16,JPY,1058,65.4,8.4,107.7,66.0,82.1,False,False,True
MENRES000855_9,RES000855,Main,Main Item 9,18.14,JPY,607,80.3,52.6,81.4,57.6,357.6,False,False,False
MENRES000855_10,RES000855,Beverage,Beverage Item 10,36.01,JPY,214,11.9,32.1,97.2,90.5,64.8,False,False,False
MENRES000855_11,RES000855,Main,Main Item 11,25.97,JPY,268,14.5,0.2,1.0,12.0,635.6,True,True,False
MENRES000855_12,RES000855,Main,Main Item 12,17.91,JPY,1173,61.4,59.2,71.3,5.9,908.9,False,False,True
MENRES000855_13,RES000855,Dessert,Dessert Item 13,11.92,JPY,1239,23.8,48.3,58.3,60.5,21.3,True,False,True
MENRES000855_14,RES000855,Main,Main Item 14,20.79,JPY,968,6.0,73.4,1.6,96.8,1656.8,True,True,False
MENRES000855_15,RES000855,Main,Main Item 15,37.77,JPY,1365,73.7,26.6,90.1,78.9,274.8,True,False,True
MENRES000856_0,RES000856,Dessert,Dessert Item 0,37.08,BRL,282,42.5,82.2,115.0,29.1,836.2,True,False,False
MENRES000856_1,RES000856,Main,Main Item 1,28.95,BRL,262,64.0,55.5,1.9,61.5,306.5,False,False,True
MENRES000856_2,RES000856,Beverage,Beverage Item 2,32.72,BRL,1264,88.7,3.0,65.3,44.6,1317.7,True,False,False
MENRES000856_3,RES000856,Starter,Starter Item 3,32.74,BRL,1462,69.0,55.5,21.8,98.5,1229.6,True,False,False
MENRES000856_4,RES000856,Starter,Starter Item 4,5.38,BRL,1036,28.0,95.9,17.0,73.6,1049.5,True,True,False
MENRES000856_5,RES000856,Starter,Starter Item 5,23.37,BRL,1328,50.2,14.2,91.8,0.0,282.9,False,False,False
MENRES000856_6,RES000856,Main,Main Item 6,39.92,BRL,933,88.3,94.2,12.8,42.6,1753.6,False,False,False
MENRES000856_7,RES000856,Beverage,Beverage Item 7,17.47,BRL,114,40.8,67.1,99.2,14.2,1667.0,True,False,False
MENRES000856_8,RES000856,Beverage,Beverage Item 8,16.03,BRL,1318,71.1,21.4,135.7,88.0,1850.0,True,True,True
MENRES000856_9,RES000856,Starter,Starter Item 9,12.48,BRL,1425,77.3,34.9,103.7,13.0,1085.2,False,False,True
MENRES000856_10,RES000856,Starter,Starter Item 10,38.89,BRL,510,0.6,85.8,146.3,79.0,646.7,True,False,True
MENRES000856_11,RES000856,Starter,Starter Item 11,15.52,BRL,1303,49.8,66.6,26.4,64.8,655.2,True,False,False
MENRES000856_12,RES000856,Main,Main Item 12,20.27,BRL,585,15.2,74.9,143.4,8.3,1677.6,False,False,True
MENRES000856_13,RES000856,Main,Main Item 13,15.98,BRL,1436,30.1,21.6,49.9,65.0,142.0,True,True,False
MENRES000856_14,RES000856,Dessert,Dessert Item 14,32.11,BRL,363,44.4,90.8,59.2,95.3,779.6,False,False,True
MENRES000856_15,RES000856,Starter,Starter Item 15,8.0,BRL,273,97.1,84.1,86.3,1.5,1100.3,True,True,False
MENRES000856_16,RES000856,Main,Main Item 16,22.43,BRL,1007,31.0,51.0,72.3,28.6,805.2,False,False,True
MENRES000856_17,RES000856,Beverage,Beverage Item 17,33.68,BRL,1423,38.4,53.5,46.5,55.1,881.1,True,True,True
MENRES000857_0,RES000857,Beverage,Beverage Item 0,109.59,INR,641,34.9,84.9,119.0,1.6,286.3,True,False,False
MENRES000857_1,RES000857,Starter,Starter Item 1,58.22,INR,318,46.1,23.4,53.8,57.6,598.8,False,False,False
MENRES000857_2,RES000857,Dessert,Dessert Item 2,89.77,INR,1313,58.4,28.8,64.9,16.2,1255.6,True,False,False
MENRES000857_3,RES000857,Main,Main Item 3,54.95,INR,347,26.4,40.9,68.3,29.6,1556.8,True,True,False
MENRES000857_4,RES000857,Starter,Starter Item 4,103.81,INR,137,86.6,14.2,118.3,74.0,803.7,True,True,True
MENRES000857_5,RES000857,Main,Main Item 5,79.65,INR,562,40.4,23.8,69.0,57.7,1301.8,True,False,True
MENRES000857_6,RES000857,Starter,Starter Item 6,135.87,INR,777,86.7,81.2,53.5,98.9,1786.9,False,False,False
MENRES000857_7,RES000857,Starter,Starter Item 7,108.45,INR,466,72.2,5.4,64.1,38.8,299.7,True,False,True
MENRES000857_8,RES000857,Main,Main Item 8,49.26,INR,695,14.1,33.8,60.5,97.9,993.4,False,False,False
MENRES000857_9,RES000857,Main,Main Item 9,63.91,INR,1104,28.3,40.4,142.9,80.9,1720.7,True,True,True
MENRES000857_10,RES000857,Starter,Starter Item 10,68.51,INR,759,74.9,67.4,116.1,49.6,1847.6,True,True,False
MENRES000857_11,RES000857,Main,Main Item 11,65.71,INR,306,52.1,25.5,85.9,77.3,276.3,False,False,True
MENRES000857_12,RES000857,Dessert,Dessert Item 12,97.73,INR,265,4.6,22.4,127.9,4.1,624.3,True,False,False
MENRES000857_13,RES000857,Dessert,Dessert Item 13,143.32,INR,289,46.3,47.8,29.9,63.0,212.9,True,True,True
MENRES000857_14,RES000857,Main,Main Item 14,36.1,INR,229,30.5,50.1,120.6,84.5,265.6,True,True,False
MENRES000857_15,RES000857,Dessert,Dessert Item 15,34.44,INR,618,76.8,50.7,60.2,77.7,897.5,False,False,True
MENRES000857_16,RES000857,Starter,Starter Item 16,58.05,INR,1184,8.0,39.9,85.4,23.4,116.5,True,True,True
MENRES000857_17,RES000857,Main,Main Item 17,22.63,INR,1379,27.8,86.3,56.1,58.1,568.6,True,True,True
MENRES000857_18,RES000857,Starter,Starter Item 18,49.9,INR,1075,5.0,43.6,122.0,4.2,110.0,True,False,False
